x0000,y0000,x0000
0.31388889,-0.81,87.41388889
0.31666667,-0.775,87.41666667
0.31944444,-0.585,87.41944444
0.32222222,-0.5,87.42222222
0.325,-0.51,87.425
0.32777778,-0.525,87.42777778
0.33055556,-0.51,87.43055556
0.33333333,-0.485,87.43333333
0.33611111,-0.46,87.43611111
0.33888889,-0.44,87.43888889
0.34166667,-0.425,87.44166667
0.34444444,-0.42,87.44444444
0.34722222,-0.44,87.44722222
0.35,-0.44,87.45
0.35277778,-0.47,87.45277778
0.35555556,-0.485,87.45555556
0.35833333,-0.48,87.45833333
0.36111111,-0.465,87.46111111
0.36388889,-0.45,87.46388889
0.36666667,-0.45,87.46666667
0.36944444,-0.46,87.46944444
0.37222222,-0.485,87.47222222
0.375,-0.485,87.475
0.37777778,-0.485,87.47777778
0.38055556,-0.46,87.48055556
0.38333333,-0.435,87.48333333
0.38611111,-0.445,87.48611111
0.38888889,-0.465,87.48888889
0.39166667,-0.445,87.49166667
0.39444444,-0.425,87.49444444
0.39722222,-0.43,87.49722222
0.4,-0.48,87.5
0.40277778,-0.485,87.50277778
0.40555556,-0.47,87.50555556
0.40833333,-0.45,87.50833333
0.41111111,-0.435,87.51111111
0.41388889,-0.45,87.51388889
0.41666667,-0.43,87.51666667
0.41944444,-0.425,87.51944444
0.42222222,-0.46,87.52222222
0.425,-0.505,87.525
0.42777778,-0.47,87.52777778
0.43055556,-0.42,87.53055556
0.43333333,-0.41,87.53333333
0.43611111,-0.38,87.53611111
0.43888889,-0.39,87.53888889
0.44166667,-0.4,87.54166667
0.44444444,-0.38,87.54444444
0.44722222,-0.375,87.54722222
0.45,-0.36,87.55
0.45277778,-0.365,87.55277778
0.45555556,-0.39,87.55555556
0.45833333,-0.41,87.55833333
0.46111111,-0.4,87.56111111
0.46388889,-0.32,87.56388889
0.46666667,-0.295,87.56666667
0.46944444,-0.305,87.56944444
0.47222222,-0.32,87.57222222
0.475,-0.3,87.575
0.47777778,-0.26,87.57777778
0.48055556,-0.23,87.58055556
0.48333333,-0.235,87.58333333
0.48611111,-0.26,87.58611111
0.48888889,-0.255,87.58888889
0.49166667,-0.23,87.59166667
0.49444444,-0.185,87.59444444
0.49722222,-0.15,87.59722222
0.5,-0.14,87.6
0.50277778,-0.15,87.60277778
0.50555556,-0.14,87.60555556
0.50833333,-0.065,87.60833333
0.51111111,-0.005,87.61111111
0.51388889,-0.01,87.61388889
0.51666667,-0.02,87.61666667
0.51944444,-0.015,87.61944444
0.52222222,0.045,87.62222222
0.525,0.105,87.625
0.52777778,0.18,87.62777778
0.53055556,0.235,87.63055556
0.53333333,0.215,87.63333333
0.53611111,0.205,87.63611111
0.53888889,0.215,87.63888889
0.54166667,0.23,87.64166667
0.54444444,0.235,87.64444444
0.54722222,0.22,87.64722222
0.55,0.245,87.65
0.55277778,0.29,87.65277778
0.55555556,0.31,87.65555556
0.55833333,0.325,87.65833333
0.56111111,0.325,87.66111111
0.56388889,0.325,87.66388889
0.56666667,0.28,87.66666667
0.56944444,0.23,87.66944444
0.57222222,0.165,87.67222222
0.575,0.15,87.675
0.57777778,0.195,87.67777778
0.58055556,0.25,87.68055556
0.58333333,0.18,87.68333333
0.58611111,0.045,87.68611111
0.58888889,0.01,87.68888889
0.59166667,0.11,87.69166667
0.59444444,0.15,87.69444444
0.59722222,0.025,87.69722222
0.6,-0.14,87.7
0.60277778,-0.19,87.70277778
0.60555556,-0.115,87.70555556
0.60833333,-0.065,87.70833333
0.61111111,-0.1,87.71111111
0.61388889,-0.1,87.71388889
0.61666667,-0.175,87.71666667
0.61944444,-0.295,87.71944444
0.62222222,-0.42,87.72222222
0.625,-0.47,87.725
0.62777778,-0.35,87.72777778
0.63055556,-0.185,87.73055556
0.63333333,-0.15,87.73333333
0.63611111,-0.22,87.73611111
0.63888889,-0.27,87.73888889
0.64166667,-0.295,87.74166667
0.64444444,-0.335,87.74444444
0.64722222,-0.37,87.74722222
0.65,-0.425,87.75
0.65277778,-0.46,87.75277778
0.65555556,-0.415,87.75555556
0.65833333,-0.33,87.75833333
0.66111111,-0.33,87.76111111
0.66388889,-0.38,87.76388889
0.66666667,-0.44,87.76666667
0.66944444,-0.5,87.76944444
0.67222222,-0.465,87.77222222
0.675,-0.375,87.775
0.67777778,-0.37,87.77777778
0.68055556,-0.405,87.78055556
0.68333333,-0.475,87.78333333
0.68611111,-0.47,87.78611111
0.68888889,-0.44,87.78888889
0.69166667,-0.415,87.79166667
0.69444444,-0.455,87.79444444
0.69722222,-0.485,87.79722222
0.7,-0.505,87.8
0.70277778,-0.485,87.80277778
0.70555556,-0.445,87.80555556
0.70833333,-0.42,87.80833333
0.71111111,-0.45,87.81111111
0.71388889,-0.48,87.81388889
0.71666667,-0.475,87.81666667
0.71944444,-0.425,87.81944444
0.72222222,-0.39,87.82222222
0.725,-0.33,87.825
0.72777778,-0.31,87.82777778
0.73055556,-0.37,87.83055556
0.73333333,-0.41,87.83333333
0.73611111,-0.455,87.83611111
0.73888889,-0.435,87.83888889
0.74166667,-0.345,87.84166667
0.74444444,-0.255,87.84444444
0.74722222,-0.255,87.84722222
0.75,-0.295,87.85
0.75277778,-0.31,87.85277778
0.75555556,-0.32,87.85555556
0.75833333,-0.34,87.85833333
0.76111111,-0.34,87.86111111
0.76388889,-0.27,87.86388889
0.76666667,-0.185,87.86666667
0.76944444,-0.175,87.86944444
0.77222222,-0.245,87.87222222
0.775,-0.32,87.875
0.77777778,-0.36,87.87777778
0.78055556,-0.36,87.88055556
0.78333333,-0.32,87.88333333
0.78611111,-0.215,87.88611111
0.78888889,-0.17,87.88888889
0.79166667,-0.195,87.89166667
0.79444444,-0.27,87.89444444
0.79722222,-0.31,87.89722222
0.8,-0.345,87.9
0.80277778,-0.37,87.90277778
0.80555556,-0.325,87.90555556
0.80833333,-0.235,87.90833333
0.81111111,-0.215,87.91111111
0.81388889,-0.225,87.91388889
0.81666667,-0.205,87.91666667
0.81944444,-0.165,87.91944444
0.82222222,-0.195,87.92222222
0.825,-0.275,87.925
0.82777778,-0.34,87.92777778
0.83055556,-0.37,87.93055556
0.83333333,-0.28,87.93333333
0.83611111,-0.14,87.93611111
0.83888889,-0.075,87.93888889
0.84166667,-0.205,87.94166667
0.84444444,-0.395,87.94444444
0.84722222,-0.525,87.94722222
0.85,-0.505,87.95
0.85277778,-0.31,87.95277778
0.85555556,-0.16,87.95555556
0.85833333,-0.205,87.95833333
0.86111111,-0.275,87.96111111
0.86388889,-0.39,87.96388889
0.86666667,-0.395,87.96666667
0.86944444,-0.225,87.96944444
0.87222222,-0.115,87.97222222
0.875,-0.13,87.975
0.87777778,-0.22,87.97777778
0.88055556,-0.365,87.98055556
0.88333333,-0.5,87.98333333
0.88611111,-0.5,87.98611111
0.88888889,-0.335,87.98888889
0.89166667,-0.195,87.99166667
0.89444444,-0.21,87.99444444
0.89722222,-0.185,87.99722222
0.9,-0.105,88
0.90277778,0.025,88.00277778
0.90555556,0.055,88.00555556
0.90833333,0.075,88.00833333
0.91111111,0.1,88.01111111
0.91388889,0.08,88.01388889
0.91666667,0.055,88.01666667
0.91944444,0.005,88.01944444
0.92222222,-0.025,88.02222222
0.925,-0.04,88.025
0.92777778,-0.03,88.02777778
0.93055556,-0.045,88.03055556
0.93333333,-0.125,88.03333333
0.93611111,-0.235,88.03611111
0.93888889,-0.275,88.03888889
0.94166667,-0.24,88.04166667
0.94444444,-0.285,88.04444444
0.94722222,-0.34,88.04722222
0.95,-0.295,88.05
0.95277778,-0.26,88.05277778
0.95555556,-0.275,88.05555556
0.95833333,-0.32,88.05833333
0.96111111,-0.31,88.06111111
0.96388889,-0.26,88.06388889
0.96666667,-0.25,88.06666667
0.96944444,-0.28,88.06944444
0.97222222,-0.29,88.07222222
0.975,-0.285,88.075
0.97777778,-0.29,88.07777778
0.98055556,-0.33,88.08055556
0.98333333,-0.385,88.08333333
0.98611111,-0.415,88.08611111
0.98888889,-0.38,88.08888889
0.99166667,-0.315,88.09166667
0.99444444,-0.36,88.09444444
0.99722222,-0.465,88.09722222
1,-0.52,88.1
1.00277778,-0.46,88.10277778
1.00555556,-0.345,88.10555556
1.00833333,-0.13,88.10833333
1.01111111,0.175,88.11111111
1.01388889,0.58,88.11388889
1.01666667,1.025,88.11666667
1.01944444,1.445,88.11944444
1.02222222,1.67,88.12222222
1.025,1.795,88.125
1.02777778,1.87,88.12777778
1.03055556,1.875,88.13055556
1.03333333,1.79,88.13333333
1.03611111,1.56,88.13611111
1.03888889,1.075,88.13888889
1.04166667,0.455,88.14166667
1.04444444,-0.185,88.14444444
1.04722222,-0.715,88.14722222
1.05,-0.895,88.15
1.05277778,-0.825,88.15277778
1.05555556,-0.655,88.15555556
1.05833333,-0.545,88.15833333
1.06111111,-0.56,88.16111111
1.06388889,-0.605,88.16388889
1.06666667,-0.605,88.16666667
1.06944444,-0.55,88.16944444
1.07222222,-0.475,88.17222222
1.075,-0.445,88.175
1.07777778,-0.485,88.17777778
1.08055556,-0.58,88.18055556
1.08333333,-0.64,88.18333333
1.08611111,-0.57,88.18611111
1.08888889,-0.365,88.18888889
1.09166667,-0.22,88.19166667
1.09444444,-0.235,88.19444444
1.09722222,-0.345,88.19722222
1.1,-0.485,88.2
1.10277778,-0.62,88.20277778
1.10555556,-0.69,88.20555556
1.10833333,-0.585,88.20833333
1.11111111,-0.345,88.21111111
1.11388889,-0.195,88.21388889
1.11666667,-0.195,88.21666667
1.11944444,-0.185,88.21944444
1.12222222,-0.27,88.22222222
1.125,-0.425,88.225
1.12777778,-0.515,88.22777778
1.13055556,-0.505,88.23055556
1.13333333,-0.48,88.23333333
1.13611111,-0.465,88.23611111
1.13888889,-0.5,88.23888889
1.14166667,-0.47,88.24166667
1.14444444,-0.45,88.24444444
1.14722222,-0.395,88.24722222
1.15,-0.335,88.25
1.15277778,-0.4,88.25277778
1.15555556,-0.555,88.25555556
1.15833333,-0.615,88.25833333
1.16111111,-0.485,88.26111111
1.16388889,-0.325,88.26388889
1.16666667,-0.29,88.26666667
1.16944444,-0.315,88.26944444
1.17222222,-0.31,88.27222222
1.175,-0.28,88.275
1.17777778,-0.305,88.27777778
1.18055556,-0.435,88.28055556
1.18333333,-0.57,88.28333333
1.18611111,-0.605,88.28611111
1.18888889,-0.585,88.28888889
1.19166667,-0.555,88.29166667
1.19444444,-0.515,88.29444444
1.19722222,-0.43,88.29722222
1.2,-0.34,88.3
1.20277778,-0.335,88.30277778
1.20555556,-0.41,88.30555556
1.20833333,-0.37,88.30833333
1.21111111,-0.155,88.31111111
1.21388889,-0.005,88.31388889
1.21666667,-0.01,88.31666667
1.21944444,-0.095,88.31944444
1.22222222,-0.245,88.32222222
1.225,-0.3,88.325
1.22777778,-0.215,88.32777778
1.23055556,-0.125,88.33055556
1.23333333,-0.125,88.33333333
1.23611111,-0.235,88.33611111
1.23888889,-0.24,88.33888889
1.24166667,-0.14,88.34166667
1.24444444,-0.02,88.34444444
1.24722222,0.03,88.34722222
1.25,0.07,88.35
1.25277778,0.05,88.35277778
1.25555556,0.025,88.35555556
1.25833333,0.03,88.35833333
1.26111111,0.06,88.36111111
1.26388889,0.05,88.36388889
1.26666667,0.03,88.36666667
1.26944444,0.04,88.36944444
1.27222222,0.13,88.37222222
1.275,0.295,88.375
1.27777778,0.43,88.37777778
1.28055556,0.425,88.38055556
1.28333333,0.37,88.38333333
1.28611111,0.33,88.38611111
1.28888889,0.33,88.38888889
1.29166667,0.32,88.39166667
1.29444444,0.35,88.39444444
1.29722222,0.365,88.39722222
1.3,0.35,88.4
1.30277778,0.405,88.40277778
1.30555556,0.445,88.40555556
1.30833333,0.395,88.40833333
1.31111111,0.345,88.41111111
1.31388889,0.315,88.41388889
1.31666667,0.335,88.41666667
1.31944444,0.295,88.41944444
1.32222222,0.225,88.42222222
1.325,0.155,88.425
1.32777778,0.11,88.42777778
1.33055556,0.135,88.43055556
1.33333333,0.175,88.43333333
1.33611111,0.23,88.43611111
1.33888889,0.18,88.43888889
1.34166667,0.07,88.44166667
1.34444444,0,88.44444444
1.34722222,-0.005,88.44722222
1.35,-0.015,88.45
1.35277778,-0.04,88.45277778
1.35555556,-0.065,88.45555556
1.35833333,-0.115,88.45833333
1.36111111,-0.14,88.46111111
1.36388889,-0.18,88.46388889
1.36666667,-0.295,88.46666667
1.36944444,-0.395,88.46944444
1.37222222,-0.385,88.47222222
1.375,-0.29,88.475
1.37777778,-0.26,88.47777778
1.38055556,-0.25,88.48055556
1.38333333,-0.24,88.48333333
1.38611111,-0.255,88.48611111
1.38888889,-0.28,88.48888889
1.39166667,-0.31,88.49166667
1.39444444,-0.325,88.49444444
1.39722222,-0.34,88.49722222
1.4,-0.31,88.5
1.40277778,-0.255,88.50277778
1.40555556,-0.32,88.50555556
1.40833333,-0.425,88.50833333
1.41111111,-0.475,88.51111111
1.41388889,-0.405,88.51388889
1.41666667,-0.315,88.51666667
1.41944444,-0.3,88.51944444
1.42222222,-0.405,88.52222222
1.425,-0.545,88.525
1.42777778,-0.605,88.52777778
1.43055556,-0.55,88.53055556
1.43333333,-0.5,88.53333333
1.43611111,-0.485,88.53611111
1.43888889,-0.445,88.53888889
1.44166667,-0.365,88.54166667
1.44444444,-0.36,88.54444444
1.44722222,-0.365,88.54722222
1.45,-0.36,88.55
1.45277778,-0.36,88.55277778
1.45555556,-0.415,88.55555556
1.45833333,-0.46,88.55833333
1.46111111,-0.47,88.56111111
1.46388889,-0.485,88.56388889
1.46666667,-0.525,88.56666667
1.46944444,-0.535,88.56944444
1.47222222,-0.505,88.57222222
1.475,-0.48,88.575
1.47777778,-0.455,88.57777778
1.48055556,-0.445,88.58055556
1.48333333,-0.43,88.58333333
1.48611111,-0.505,88.58611111
1.48888889,-0.59,88.58888889
1.49166667,-0.58,88.59166667
1.49444444,-0.505,88.59444444
1.49722222,-0.475,88.59722222
1.5,-0.515,88.6
1.50277778,-0.52,88.60277778
1.50555556,-0.5,88.60555556
1.50833333,-0.45,88.60833333
1.51111111,-0.365,88.61111111
1.51388889,-0.285,88.61388889
1.51666667,-0.29,88.61666667
1.51944444,-0.36,88.61944444
1.52222222,-0.46,88.62222222
1.525,-0.515,88.625
1.52777778,-0.485,88.62777778
1.53055556,-0.44,88.63055556
1.53333333,-0.415,88.63333333
1.53611111,-0.39,88.63611111
1.53888889,-0.365,88.63888889
1.54166667,-0.345,88.64166667
1.54444444,-0.325,88.64444444
1.54722222,-0.365,88.64722222
1.55,-0.44,88.65
1.55277778,-0.505,88.65277778
1.55555556,-0.52,88.65555556
1.55833333,-0.49,88.65833333
1.56111111,-0.44,88.66111111
1.56388889,-0.425,88.66388889
1.56666667,-0.445,88.66666667
1.56944444,-0.455,88.66944444
1.57222222,-0.45,88.67222222
1.575,-0.44,88.675
1.57777778,-0.44,88.67777778
1.58055556,-0.415,88.68055556
1.58333333,-0.405,88.68333333
1.58611111,-0.405,88.68611111
1.58888889,-0.425,88.68888889
1.59166667,-0.415,88.69166667
1.59444444,-0.34,88.69444444
1.59722222,-0.29,88.69722222
1.6,-0.385,88.7
1.60277778,-0.495,88.70277778
1.60555556,-0.525,88.70555556
1.60833333,-0.49,88.70833333
1.61111111,-0.44,88.71111111
1.61388889,-0.415,88.71388889
1.61666667,-0.485,88.71666667
1.61944444,-0.555,88.71944444
1.62222222,-0.555,88.72222222
1.625,-0.49,88.725
1.62777778,-0.4,88.72777778
1.63055556,-0.37,88.73055556
1.63333333,-0.47,88.73333333
1.63611111,-0.6,88.73611111
1.63888889,-0.645,88.73888889
1.64166667,-0.55,88.74166667
1.64444444,-0.455,88.74444444
1.64722222,-0.465,88.74722222
1.65,-0.52,88.75
1.65277778,-0.51,88.75277778
1.65555556,-0.49,88.75555556
1.65833333,-0.48,88.75833333
1.66111111,-0.45,88.76111111
1.66388889,-0.415,88.76388889
1.66666667,-0.37,88.76666667
1.66944444,-0.345,88.76944444
1.67222222,-0.355,88.77222222
1.675,-0.375,88.775
1.67777778,-0.395,88.77777778
1.68055556,-0.395,88.78055556
1.68333333,-0.395,88.78333333
1.68611111,-0.355,88.78611111
1.68888889,-0.36,88.78888889
1.69166667,-0.35,88.79166667
1.69444444,-0.28,88.79444444
1.69722222,-0.155,88.79722222
1.7,-0.08,88.8
1.70277778,-0.105,88.80277778
1.70555556,-0.17,88.80555556
1.70833333,-0.19,88.80833333
1.71111111,-0.16,88.81111111
1.71388889,-0.09,88.81388889
1.71666667,-0.035,88.81666667
1.71944444,-0.065,88.81944444
1.72222222,-0.18,88.82222222
1.725,-0.285,88.825
1.72777778,-0.33,88.82777778
1.73055556,-0.34,88.83055556
1.73333333,-0.35,88.83333333
1.73611111,-0.39,88.83611111
1.73888889,-0.485,88.83888889
1.74166667,-0.54,88.84166667
1.74444444,-0.44,88.84444444
1.74722222,-0.4,88.84722222
1.75,-0.48,88.85
1.75277778,-0.585,88.85277778
1.75555556,-0.58,88.85555556
1.75833333,-0.52,88.85833333
1.76111111,-0.45,88.86111111
1.76388889,-0.38,88.86388889
1.76666667,-0.385,88.86666667
1.76944444,-0.455,88.86944444
1.77222222,-0.495,88.87222222
1.775,-0.485,88.875
1.77777778,-0.495,88.87777778
1.78055556,-0.555,88.88055556
1.78333333,-0.63,88.88333333
1.78611111,-0.7,88.88611111
1.78888889,-0.695,88.88888889
1.79166667,-0.635,88.89166667
1.79444444,-0.575,88.89444444
1.79722222,-0.595,88.89722222
1.8,-0.645,88.9
1.80277778,-0.63,88.90277778
1.80555556,-0.48,88.90555556
1.80833333,-0.165,88.90833333
1.81111111,0.295,88.91111111
1.81388889,0.8,88.91388889
1.81666667,1.25,88.91666667
1.81944444,1.55,88.91944444
1.82222222,1.725,88.92222222
1.825,1.85,88.925
1.82777778,1.915,88.92777778
1.83055556,1.885,88.93055556
1.83333333,1.775,88.93333333
1.83611111,1.47,88.93611111
1.83888889,0.95,88.93888889
1.84166667,0.31,88.94166667
1.84444444,-0.33,88.94444444
1.84722222,-0.93,88.94722222
1.85,-0.895,88.95
1.85277778,-0.72,88.95277778
1.85555556,-0.62,88.95555556
1.85833333,-0.655,88.95833333
1.86111111,-0.705,88.96111111
1.86388889,-0.69,88.96388889
1.86666667,-0.64,88.96666667
1.86944444,-0.615,88.96944444
1.87222222,-0.62,88.97222222
1.875,-0.58,88.975
1.87777778,-0.575,88.97777778
1.88055556,-0.61,88.98055556
1.88333333,-0.66,88.98333333
1.88611111,-0.7,88.98611111
1.88888889,-0.69,88.98888889
1.89166667,-0.67,88.99166667
1.89444444,-0.64,88.99444444
1.89722222,-0.625,88.99722222
1.9,-0.625,89
1.90277778,-0.605,89.00277778
1.90555556,-0.61,89.00555556
1.90833333,-0.615,89.00833333
1.91111111,-0.645,89.01111111
1.91388889,-0.675,89.01388889
1.91666667,-0.65,89.01666667
1.91944444,-0.645,89.01944444
1.92222222,-0.65,89.02222222
1.925,-0.64,89.025
1.92777778,-0.635,89.02777778
1.93055556,-0.625,89.03055556
1.93333333,-0.605,89.03333333
1.93611111,-0.585,89.03611111
1.93888889,-0.575,89.03888889
1.94166667,-0.55,89.04166667
1.94444444,-0.53,89.04444444
1.94722222,-0.52,89.04722222
1.95,-0.54,89.05
1.95277778,-0.58,89.05277778
1.95555556,-0.61,89.05555556
1.95833333,-0.575,89.05833333
1.96111111,-0.54,89.06111111
1.96388889,-0.515,89.06388889
1.96666667,-0.565,89.06666667
1.96944444,-0.625,89.06944444
1.97222222,-0.65,89.07222222
1.975,-0.61,89.075
1.97777778,-0.56,89.07777778
1.98055556,-0.545,89.08055556
1.98333333,-0.525,89.08333333
1.98611111,-0.53,89.08611111
1.98888889,-0.53,89.08888889
1.99166667,-0.53,89.09166667
1.99444444,-0.505,89.09444444
1.99722222,-0.475,89.09722222
2,-0.45,89.1
2.00277778,-0.44,89.10277778
2.00555556,-0.42,89.10555556
2.00833333,-0.385,89.10833333
2.01111111,-0.37,89.11111111
2.01388889,-0.385,89.11388889
2.01666667,-0.42,89.11666667
2.01944444,-0.43,89.11944444
2.02222222,-0.41,89.12222222
2.025,-0.39,89.125
2.02777778,-0.37,89.12777778
2.03055556,-0.345,89.13055556
2.03333333,-0.32,89.13333333
2.03611111,-0.315,89.13611111
2.03888889,-0.33,89.13888889
2.04166667,-0.305,89.14166667
2.04444444,-0.27,89.14444444
2.04722222,-0.2,89.14722222
2.05,-0.185,89.15
2.05277778,-0.17,89.15277778
2.05555556,-0.16,89.15555556
2.05833333,-0.13,89.15833333
2.06111111,-0.08,89.16111111
2.06388889,-0.045,89.16388889
2.06666667,-0.025,89.16666667
2.06944444,-0.01,89.16944444
2.07222222,0.03,89.17222222
2.075,0.06,89.175
2.07777778,0.095,89.17777778
2.08055556,0.135,89.18055556
2.08333333,0.17,89.18333333
2.08611111,0.185,89.18611111
2.08888889,0.2,89.18888889
2.09166667,0.23,89.19166667
2.09444444,0.265,89.19444444
2.09722222,0.315,89.19722222
2.1,0.315,89.2
2.10277778,0.315,89.20277778
2.10555556,0.37,89.20555556
2.10833333,0.365,89.20833333
2.11111111,0.34,89.21111111
2.11388889,0.3,89.21388889
2.11666667,0.25,89.21666667
2.11944444,0.25,89.21944444
2.12222222,0.24,89.22222222
2.125,0.22,89.225
2.12777778,0.21,89.22777778
2.13055556,0.185,89.23055556
2.13333333,0.17,89.23333333
2.13611111,0.12,89.23611111
2.13888889,0.105,89.23888889
2.14166667,0.085,89.24166667
2.14444444,0.07,89.24444444
2.14722222,0.075,89.24722222
2.15,0.025,89.25
2.15277778,-0.015,89.25277778
2.15555556,-0.045,89.25555556
2.15833333,-0.065,89.25833333
2.16111111,-0.065,89.26111111
2.16388889,-0.08,89.26388889
2.16666667,-0.1,89.26666667
2.16944444,-0.145,89.26944444
2.17222222,-0.195,89.27222222
2.175,-0.22,89.275
2.17777778,-0.22,89.27777778
2.18055556,-0.21,89.28055556
2.18333333,-0.215,89.28333333
2.18611111,-0.22,89.28611111
2.18888889,-0.245,89.28888889
2.19166667,-0.23,89.29166667
2.19444444,-0.245,89.29444444
2.19722222,-0.305,89.29722222
2.2,-0.37,89.3
2.20277778,-0.39,89.30277778
2.20555556,-0.365,89.30555556
2.20833333,-0.355,89.30833333
2.21111111,-0.33,89.31111111
2.21388889,-0.31,89.31388889
2.21666667,-0.35,89.31666667
2.21944444,-0.395,89.31944444
2.22222222,-0.43,89.32222222
2.225,-0.415,89.325
2.22777778,-0.39,89.32777778
2.23055556,-0.39,89.33055556
2.23333333,-0.405,89.33333333
2.23611111,-0.445,89.33611111
2.23888889,-0.455,89.33888889
2.24166667,-0.425,89.34166667
2.24444444,-0.405,89.34444444
2.24722222,-0.44,89.34722222
2.25,-0.47,89.35
2.25277778,-0.46,89.35277778
2.25555556,-0.45,89.35555556
2.25833333,-0.45,89.35833333
2.26111111,-0.455,89.36111111
2.26388889,-0.455,89.36388889
2.26666667,-0.46,89.36666667
2.26944444,-0.46,89.36944444
2.27222222,-0.455,89.37222222
2.275,-0.455,89.375
2.27777778,-0.48,89.37777778
2.28055556,-0.485,89.38055556
2.28333333,-0.485,89.38333333
2.28611111,-0.485,89.38611111
2.28888889,-0.49,89.38888889
2.29166667,-0.51,89.39166667
2.29444444,-0.52,89.39444444
2.29722222,-0.525,89.39722222
2.3,-0.51,89.4
2.30277778,-0.525,89.40277778
2.30555556,-0.505,89.40555556
2.30833333,-0.495,89.40833333
2.31111111,-0.495,89.41111111
2.31388889,-0.465,89.41388889
2.31666667,-0.46,89.41666667
2.31944444,-0.46,89.41944444
2.32222222,-0.45,89.42222222
2.325,-0.43,89.425
2.32777778,-0.4,89.42777778
2.33055556,-0.405,89.43055556
2.33333333,-0.425,89.43333333
2.33611111,-0.455,89.43611111
2.33888889,-0.495,89.43888889
2.34166667,-0.495,89.44166667
2.34444444,-0.465,89.44444444
2.34722222,-0.435,89.44722222
2.35,-0.43,89.45
2.35277778,-0.435,89.45277778
2.35555556,-0.435,89.45555556
2.35833333,-0.415,89.45833333
2.36111111,-0.42,89.46111111
2.36388889,-0.42,89.46388889
2.36666667,-0.44,89.46666667
