x0000,y0000,x0000
0.5583333,-0.15,166.1583333
0.5611111,-0.16,166.1611111
0.5638889,-0.16,166.1638889
0.5666667,-0.15,166.1666667
0.5694444,-0.145,166.1694444
0.5722222,-0.125,166.1722222
0.575,-0.12,166.175
0.5777778,-0.12,166.1777778
0.5805556,-0.12,166.1805556
0.5833333,-0.11,166.1833333
0.5861111,-0.095,166.1861111
0.5888889,-0.075,166.1888889
0.5916667,-0.075,166.1916667
0.5944444,-0.085,166.1944444
0.5972222,-0.085,166.1972222
0.6,-0.075,166.2
0.6027778,-0.065,166.2027778
0.6055556,-0.045,166.2055556
0.6083333,-0.05,166.2083333
0.6111111,-0.045,166.2111111
0.6138889,-0.03,166.2138889
0.6166667,-0.01,166.2166667
0.6194444,0.015,166.2194444
0.6222222,0.04,166.2222222
0.625,0.045,166.225
0.6277778,0.035,166.2277778
0.6305556,0.04,166.2305556
0.6333333,0.065,166.2333333
0.6361111,0.095,166.2361111
0.6388889,0.095,166.2388889
0.6416667,0.115,166.2416667
0.6444444,0.115,166.2444444
0.6472222,0.12,166.2472222
0.65,0.135,166.25
0.6527778,0.18,166.2527778
0.6555556,0.195,166.2555556
0.6583333,0.21,166.2583333
0.6611111,0.2,166.2611111
0.6638889,0.21,166.2638889
0.6666667,0.235,166.2666667
0.6694444,0.27,166.2694444
0.6722222,0.265,166.2722222
0.675,0.28,166.275
0.6777778,0.275,166.2777778
0.6805556,0.265,166.2805556
0.6833333,0.29,166.2833333
0.6861111,0.32,166.2861111
0.6888889,0.335,166.2888889
0.6916667,0.345,166.2916667
0.6944444,0.335,166.2944444
0.6972222,0.325,166.2972222
0.7,0.335,166.3
0.7027778,0.345,166.3027778
0.7055556,0.36,166.3055556
0.7083333,0.345,166.3083333
0.7111111,0.33,166.3111111
0.7138889,0.31,166.3138889
0.7166667,0.32,166.3166667
0.7194444,0.32,166.3194444
0.7222222,0.32,166.3222222
0.725,0.31,166.325
0.7277778,0.26,166.3277778
0.7305556,0.235,166.3305556
0.7333333,0.235,166.3333333
0.7361111,0.22,166.3361111
0.7388889,0.225,166.3388889
0.7416667,0.225,166.3416667
0.7444444,0.19,166.3444444
0.7472222,0.165,166.3472222
0.75,0.145,166.35
0.7527778,0.165,166.3527778
0.7555556,0.16,166.3555556
0.7583333,0.13,166.3583333
0.7611111,0.125,166.3611111
0.7638889,0.095,166.3638889
0.7666667,0.105,166.3666667
0.7694444,0.095,166.3694444
0.7722222,0.09,166.3722222
0.775,0.065,166.375
0.7777778,0.03,166.3777778
0.7805556,0.015,166.3805556
0.7833333,0.015,166.3833333
0.7861111,0.02,166.3861111
0.7888889,0.02,166.3888889
0.7916667,0.015,166.3916667
0.7944444,-0.01,166.3944444
0.7972222,-0.025,166.3972222
0.8,-0.02,166.4
0.8027778,-0.025,166.4027778
0.8055556,-0.01,166.4055556
0.8083333,-0.035,166.4083333
0.8111111,-0.045,166.4111111
0.8138889,-0.05,166.4138889
0.8166667,-0.04,166.4166667
0.8194444,-0.04,166.4194444
0.8222222,-0.03,166.4222222
0.825,-0.035,166.425
0.8277778,-0.05,166.4277778
0.8305556,-0.055,166.4305556
0.8333333,-0.045,166.4333333
0.8361111,-0.015,166.4361111
0.8388889,0,166.4388889
0.8416667,-0.01,166.4416667
0.8444444,-0.01,166.4444444
0.8472222,-0.02,166.4472222
0.85,-0.01,166.45
0.8527778,0.01,166.4527778
0.8555556,0.02,166.4555556
0.8583333,0.025,166.4583333
0.8611111,0.01,166.4611111
0.8638889,0.015,166.4638889
0.8666667,0.035,166.4666667
0.8694444,0.065,166.4694444
0.8722222,0.07,166.4722222
0.875,0.09,166.475
0.8777778,0.1,166.4777778
0.8805556,0.115,166.4805556
0.8833333,0.145,166.4833333
0.8861111,0.175,166.4861111
0.8888889,0.23,166.4888889
0.8916667,0.27,166.4916667
0.8944444,0.305,166.4944444
0.8972222,0.345,166.4972222
0.9,0.405,166.5
0.9027778,0.475,166.5027778
0.9055556,0.53,166.5055556
0.9083333,0.575,166.5083333
0.9111111,0.6,166.5111111
0.9138889,0.64,166.5138889
0.9166667,0.695,166.5166667
0.9194444,0.77,166.5194444
0.9222222,0.84,166.5222222
0.925,0.905,166.525
0.9277778,0.96,166.5277778
0.9305556,1.005,166.5305556
0.9333333,1.07,166.5333333
0.9361111,1.105,166.5361111
0.9388889,1.12,166.5388889
0.9416667,1.09,166.5416667
0.9444444,1.045,166.5444444
0.9472222,0.98,166.5472222
0.95,0.915,166.55
0.9527778,0.815,166.5527778
0.9555556,0.725,166.5555556
0.9583333,0.57,166.5583333
0.9611111,0.405,166.5611111
0.9638889,0.25,166.5638889
0.9666667,0.12,166.5666667
0.9694444,0.03,166.5694444
0.9722222,-0.025,166.5722222
0.975,-0.07,166.575
0.9777778,-0.115,166.5777778
0.9805556,-0.155,166.5805556
0.9833333,-0.185,166.5833333
0.9861111,-0.205,166.5861111
0.9888889,-0.22,166.5888889
0.9916667,-0.245,166.5916667
0.9944444,-0.27,166.5944444
0.9972222,-0.31,166.5972222
1,-0.32,166.6
1.0027778,-0.345,166.6027778
1.0055556,-0.345,166.6055556
1.0083333,-0.375,166.6083333
1.0111111,-0.395,166.6111111
1.0138889,-0.425,166.6138889
1.0166667,-0.44,166.6166667
1.0194444,-0.44,166.6194444
1.0222222,-0.455,166.6222222
1.025,-0.465,166.625
1.0277778,-0.49,166.6277778
1.0305556,-0.51,166.6305556
1.0333333,-0.51,166.6333333
1.0361111,-0.495,166.6361111
1.0388889,-0.49,166.6388889
1.0416667,-0.505,166.6416667
1.0444444,-0.53,166.6444444
1.0472222,-0.555,166.6472222
1.05,-0.535,166.65
1.0527778,-0.53,166.6527778
1.0555556,-0.53,166.6555556
1.0583333,-0.525,166.6583333
1.0611111,-0.53,166.6611111
1.0638889,-0.565,166.6638889
1.0666667,-0.545,166.6666667
1.0694444,-0.535,166.6694444
1.0722222,-0.535,166.6722222
1.075,-0.535,166.675
1.0777778,-0.555,166.6777778
1.0805556,-0.57,166.6805556
1.0833333,-0.57,166.6833333
1.0861111,-0.565,166.6861111
1.0888889,-0.57,166.6888889
1.0916667,-0.575,166.6916667
1.0944444,-0.59,166.6944444
1.0972222,-0.605,166.6972222
1.1,-0.62,166.7
1.1027778,-0.61,166.7027778
1.1055556,-0.59,166.7055556
1.1083333,-0.61,166.7083333
1.1111111,-0.625,166.7111111
1.1138889,-0.645,166.7138889
1.1166667,-0.655,166.7166667
1.1194444,-0.645,166.7194444
1.1222222,-0.64,166.7222222
1.125,-0.65,166.725
1.1277778,-0.68,166.7277778
1.1305556,-0.7,166.7305556
1.1333333,-0.7,166.7333333
1.1361111,-0.695,166.7361111
1.1388889,-0.69,166.7388889
1.1416667,-0.7,166.7416667
1.1444444,-0.72,166.7444444
1.1472222,-0.735,166.7472222
1.15,-0.715,166.75
1.1527778,-0.705,166.7527778
1.1555556,-0.7,166.7555556
1.1583333,-0.705,166.7583333
1.1611111,-0.72,166.7611111
1.1638889,-0.73,166.7638889
1.1666667,-0.71,166.7666667
1.1694444,-0.7,166.7694444
1.1722222,-0.675,166.7722222
1.175,-0.67,166.775
1.1777778,-0.675,166.7777778
1.1805556,-0.675,166.7805556
1.1833333,-0.64,166.7833333
1.1861111,-0.61,166.7861111
1.1888889,-0.6,166.7888889
1.1916667,-0.59,166.7916667
1.1944444,-0.59,166.7944444
1.1972222,-0.58,166.7972222
1.2,-0.555,166.8
1.2027778,-0.545,166.8027778
1.2055556,-0.51,166.8055556
1.2083333,-0.49,166.8083333
1.2111111,-0.495,166.8111111
1.2138889,-0.485,166.8138889
1.2166667,-0.455,166.8166667
1.2194444,-0.43,166.8194444
1.2222222,-0.425,166.8222222
1.225,-0.415,166.825
1.2277778,-0.43,166.8277778
1.2305556,-0.43,166.8305556
1.2333333,-0.395,166.8333333
1.2361111,-0.38,166.8361111
1.2388889,-0.365,166.8388889
1.2416667,-0.36,166.8416667
1.2444444,-0.365,166.8444444
1.2472222,-0.375,166.8472222
1.25,-0.355,166.85
1.2527778,-0.33,166.8527778
1.2555556,-0.33,166.8555556
1.2583333,-0.345,166.8583333
1.2611111,-0.36,166.8611111
1.2638889,-0.35,166.8638889
1.2666667,-0.335,166.8666667
1.2694444,-0.31,166.8694444
1.2722222,-0.305,166.8722222
1.275,-0.315,166.875
1.2777778,-0.335,166.8777778
1.2805556,-0.33,166.8805556
1.2833333,-0.34,166.8833333
1.2861111,-0.315,166.8861111
1.2888889,-0.3,166.8888889
1.2916667,-0.305,166.8916667
1.2944444,-0.315,166.8944444
1.2972222,-0.335,166.8972222
1.3,-0.32,166.9
1.3027778,-0.31,166.9027778
1.3055556,-0.3,166.9055556
1.3083333,-0.3,166.9083333
1.3111111,-0.32,166.9111111
1.3138889,-0.32,166.9138889
1.3166667,-0.305,166.9166667
1.3194444,-0.295,166.9194444
1.3222222,-0.285,166.9222222
1.325,-0.28,166.925
1.3277778,-0.29,166.9277778
1.3305556,-0.3,166.9305556
1.3333333,-0.285,166.9333333
1.3361111,-0.28,166.9361111
1.3388889,-0.285,166.9388889
1.3416667,-0.285,166.9416667
1.3444444,-0.27,166.9444444
1.3472222,-0.27,166.9472222
1.35,-0.27,166.95
1.3527778,-0.255,166.9527778
1.3555556,-0.245,166.9555556
1.3583333,-0.245,166.9583333
1.3611111,-0.255,166.9611111
1.3638889,-0.26,166.9638889
1.3666667,-0.26,166.9666667
1.3694444,-0.245,166.9694444
1.3722222,-0.235,166.9722222
1.375,-0.23,166.975
1.3777778,-0.26,166.9777778
1.3805556,-0.27,166.9805556
1.3833333,-0.26,166.9833333
1.3861111,-0.23,166.9861111
1.3888889,-0.22,166.9888889
1.3916667,-0.23,166.9916667
1.3944444,-0.23,166.9944444
1.3972222,-0.235,166.9972222
1.4,-0.225,167
1.4027778,-0.225,167.0027778
1.4055556,-0.21,167.0055556
1.4083333,-0.225,167.0083333
1.4111111,-0.225,167.0111111
1.4138889,-0.235,167.0138889
1.4166667,-0.225,167.0166667
1.4194444,-0.21,167.0194444
1.4222222,-0.205,167.0222222
1.425,-0.21,167.025
1.4277778,-0.22,167.0277778
1.4305556,-0.25,167.0305556
1.4333333,-0.23,167.0333333
1.4361111,-0.225,167.0361111
1.4388889,-0.22,167.0388889
1.4416667,-0.23,167.0416667
1.4444444,-0.245,167.0444444
1.4472222,-0.245,167.0472222
1.45,-0.24,167.05
1.4527778,-0.225,167.0527778
1.4555556,-0.225,167.0555556
1.4583333,-0.225,167.0583333
1.4611111,-0.24,167.0611111
1.4638889,-0.245,167.0638889
1.4666667,-0.235,167.0666667
1.4694444,-0.23,167.0694444
1.4722222,-0.225,167.0722222
1.475,-0.23,167.075
1.4777778,-0.24,167.0777778
1.4805556,-0.25,167.0805556
1.4833333,-0.255,167.0833333
1.4861111,-0.24,167.0861111
1.4888889,-0.23,167.0888889
1.4916667,-0.245,167.0916667
1.4944444,-0.255,167.0944444
1.4972222,-0.27,167.0972222
1.5,-0.27,167.1
1.5027778,-0.25,167.1027778
1.5055556,-0.25,167.1055556
1.5083333,-0.265,167.1083333
1.5111111,-0.275,167.1111111
1.5138889,-0.28,167.1138889
1.5166667,-0.27,167.1166667
1.5194444,-0.26,167.1194444
1.5222222,-0.24,167.1222222
1.525,-0.245,167.125
1.5277778,-0.255,167.1277778
1.5305556,-0.28,167.1305556
1.5333333,-0.275,167.1333333
1.5361111,-0.25,167.1361111
1.5388889,-0.25,167.1388889
1.5416667,-0.26,167.1416667
1.5444444,-0.26,167.1444444
1.5472222,-0.27,167.1472222
1.55,-0.255,167.15
1.5527778,-0.26,167.1527778
1.5555556,-0.25,167.1555556
1.5583333,-0.26,167.1583333
1.5611111,-0.27,167.1611111
1.5638889,-0.29,167.1638889
1.5666667,-0.275,167.1666667
1.5694444,-0.265,167.1694444
1.5722222,-0.25,167.1722222
1.575,-0.255,167.175
1.5777778,-0.27,167.1777778
1.5805556,-0.3,167.1805556
1.5833333,-0.265,167.1833333
1.5861111,-0.265,167.1861111
1.5888889,-0.255,167.1888889
1.5916667,-0.27,167.1916667
1.5944444,-0.285,167.1944444
1.5972222,-0.3,167.1972222
1.6,-0.3,167.2
1.6027778,-0.28,167.2027778
1.6055556,-0.265,167.2055556
1.6083333,-0.265,167.2083333
1.6111111,-0.295,167.2111111
1.6138889,-0.295,167.2138889
1.6166667,-0.285,167.2166667
1.6194444,-0.27,167.2194444
1.6222222,-0.26,167.2222222
1.625,-0.275,167.225
1.6277778,-0.285,167.2277778
1.6305556,-0.28,167.2305556
1.6333333,-0.28,167.2333333
1.6361111,-0.275,167.2361111
1.6388889,-0.275,167.2388889
1.6416667,-0.275,167.2416667
1.6444444,-0.295,167.2444444
1.6472222,-0.28,167.2472222
1.65,-0.27,167.25
1.6527778,-0.245,167.2527778
1.6555556,-0.255,167.2555556
1.6583333,-0.26,167.2583333
1.6611111,-0.27,167.2611111
1.6638889,-0.27,167.2638889
1.6666667,-0.27,167.2666667
1.6694444,-0.255,167.2694444
1.6722222,-0.245,167.2722222
1.675,-0.255,167.275
1.6777778,-0.275,167.2777778
1.6805556,-0.27,167.2805556
1.6833333,-0.265,167.2833333
1.6861111,-0.245,167.2861111
1.6888889,-0.255,167.2888889
1.6916667,-0.265,167.2916667
1.6944444,-0.265,167.2944444
1.6972222,-0.275,167.2972222
1.7,-0.27,167.3
1.7027778,-0.26,167.3027778
1.7055556,-0.25,167.3055556
1.7083333,-0.25,167.3083333
1.7111111,-0.27,167.3111111
1.7138889,-0.28,167.3138889
1.7166667,-0.265,167.3166667
1.7194444,-0.255,167.3194444
1.7222222,-0.245,167.3222222
1.725,-0.245,167.325
1.7277778,-0.26,167.3277778
1.7305556,-0.27,167.3305556
1.7333333,-0.25,167.3333333
1.7361111,-0.24,167.3361111
1.7388889,-0.225,167.3388889
1.7416667,-0.245,167.3416667
1.7444444,-0.255,167.3444444
1.7472222,-0.26,167.3472222
1.75,-0.255,167.35
1.7527778,-0.245,167.3527778
1.7555556,-0.23,167.3555556
1.7583333,-0.245,167.3583333
1.7611111,-0.255,167.3611111
1.7638889,-0.255,167.3638889
1.7666667,-0.25,167.3666667
1.7694444,-0.23,167.3694444
1.7722222,-0.225,167.3722222
1.775,-0.24,167.375
1.7777778,-0.25,167.3777778
1.7805556,-0.255,167.3805556
1.7833333,-0.25,167.3833333
1.7861111,-0.24,167.3861111
1.7888889,-0.225,167.3888889
1.7916667,-0.225,167.3916667
1.7944444,-0.25,167.3944444
1.7972222,-0.255,167.3972222
1.8,-0.25,167.4
1.8027778,-0.24,167.4027778
1.8055556,-0.22,167.4055556
1.8083333,-0.215,167.4083333
1.8111111,-0.24,167.4111111
1.8138889,-0.245,167.4138889
1.8166667,-0.25,167.4166667
1.8194444,-0.23,167.4194444
1.8222222,-0.22,167.4222222
1.825,-0.22,167.425
1.8277778,-0.245,167.4277778
1.8305556,-0.245,167.4305556
1.8333333,-0.235,167.4333333
1.8361111,-0.215,167.4361111
1.8388889,-0.215,167.4388889
1.8416667,-0.215,167.4416667
1.8444444,-0.23,167.4444444
1.8472222,-0.235,167.4472222
1.85,-0.22,167.45
1.8527778,-0.21,167.4527778
1.8555556,-0.21,167.4555556
1.8583333,-0.22,167.4583333
1.8611111,-0.235,167.4611111
1.8638889,-0.255,167.4638889
1.8666667,-0.245,167.4666667
1.8694444,-0.215,167.4694444
1.8722222,-0.21,167.4722222
1.875,-0.205,167.475
1.8777778,-0.225,167.4777778
1.8805556,-0.225,167.4805556
1.8833333,-0.21,167.4833333
1.8861111,-0.205,167.4861111
1.8888889,-0.19,167.4888889
1.8916667,-0.2,167.4916667
1.8944444,-0.225,167.4944444
1.8972222,-0.23,167.4972222
1.9,-0.225,167.5
1.9027778,-0.22,167.5027778
1.9055556,-0.21,167.5055556
1.9083333,-0.2,167.5083333
1.9111111,-0.22,167.5111111
1.9138889,-0.23,167.5138889
1.9166667,-0.225,167.5166667
1.9194444,-0.21,167.5194444
1.9222222,-0.195,167.5222222
1.925,-0.205,167.525
1.9277778,-0.21,167.5277778
1.9305556,-0.22,167.5305556
1.9333333,-0.195,167.5333333
1.9361111,-0.19,167.5361111
1.9388889,-0.185,167.5388889
1.9416667,-0.19,167.5416667
1.9444444,-0.21,167.5444444
1.9472222,-0.23,167.5472222
1.95,-0.205,167.55
1.9527778,-0.19,167.5527778
1.9555556,-0.17,167.5555556
1.9583333,-0.18,167.5583333
1.9611111,-0.21,167.5611111
1.9638889,-0.21,167.5638889
1.9666667,-0.205,167.5666667
1.9694444,-0.2,167.5694444
1.9722222,-0.195,167.5722222
1.975,-0.18,167.575
1.9777778,-0.21,167.5777778
1.9805556,-0.21,167.5805556
1.9833333,-0.205,167.5833333
1.9861111,-0.195,167.5861111
1.9888889,-0.19,167.5888889
1.9916667,-0.195,167.5916667
1.9944444,-0.2,167.5944444
1.9972222,-0.215,167.5972222
2,-0.215,167.6
2.0027778,-0.19,167.6027778
2.0055556,-0.18,167.6055556
2.0083333,-0.19,167.6083333
2.0111111,-0.195,167.6111111
2.0138889,-0.2,167.6138889
2.0166667,-0.2,167.6166667
2.0194444,-0.195,167.6194444
2.0222222,-0.185,167.6222222
2.025,-0.19,167.625
2.0277778,-0.21,167.6277778
2.0305556,-0.205,167.6305556
2.0333333,-0.19,167.6333333
2.0361111,-0.17,167.6361111
2.0388889,-0.15,167.6388889
2.0416667,-0.165,167.6416667
2.0444444,-0.185,167.6444444
2.0472222,-0.19,167.6472222
2.05,-0.175,167.65
2.0527778,-0.175,167.6527778
2.0555556,-0.17,167.6555556
2.0583333,-0.16,167.6583333
2.0611111,-0.18,167.6611111
2.0638889,-0.19,167.6638889
2.0666667,-0.19,167.6666667
2.0694444,-0.17,167.6694444
2.0722222,-0.15,167.6722222
2.075,-0.16,167.675
2.0777778,-0.18,167.6777778
2.0805556,-0.18,167.6805556
2.0833333,-0.175,167.6833333
2.0861111,-0.155,167.6861111
2.0888889,-0.15,167.6888889
2.0916667,-0.165,167.6916667
2.0944444,-0.175,167.6944444
2.0972222,-0.175,167.6972222
2.1,-0.155,167.7
2.1027778,-0.145,167.7027778
2.1055556,-0.13,167.7055556
2.1083333,-0.14,167.7083333
2.1111111,-0.14,167.7111111
2.1138889,-0.13,167.7138889
2.1166667,-0.125,167.7166667
2.1194444,-0.1,167.7194444
2.1222222,-0.085,167.7222222
2.125,-0.075,167.725
2.1277778,-0.075,167.7277778
2.1305556,-0.07,167.7305556
2.1333333,-0.065,167.7333333
2.1361111,-0.03,167.7361111
2.1388889,0,167.7388889
2.1416667,0.01,167.7416667
2.1444444,0.01,167.7444444
2.1472222,0.015,167.7472222
2.15,0.04,167.75
2.1527778,0.045,167.7527778
2.1555556,0.055,167.7555556
2.1583333,0.04,167.7583333
2.1611111,0.03,167.7611111
2.1638889,0.015,167.7638889
2.1666667,0.03,167.7666667
2.1694444,0.035,167.7694444
2.1722222,0.035,167.7722222
2.175,0.005,167.775
2.1777778,-0.025,167.7777778
2.1805556,-0.035,167.7805556
2.1833333,-0.04,167.7833333
2.1861111,-0.025,167.7861111
2.1888889,-0.03,167.7888889
2.1916667,-0.04,167.7916667
2.1944444,-0.06,167.7944444
2.1972222,-0.08,167.7972222
2.2,-0.09,167.8
2.2027778,-0.08,167.8027778
2.2055556,-0.065,167.8055556
2.2083333,-0.07,167.8083333
2.2111111,-0.085,167.8111111
2.2138889,-0.085,167.8138889
2.2166667,-0.08,167.8166667
2.2194444,-0.055,167.8194444
2.2222222,-0.04,167.8222222
2.225,-0.065,167.825
2.2277778,-0.05,167.8277778
2.2305556,-0.055,167.8305556
2.2333333,-0.06,167.8333333
2.2361111,-0.035,167.8361111
2.2388889,-0.015,167.8388889
2.2416667,0.015,167.8416667
2.2444444,0.035,167.8444444
2.2472222,0.125,167.8472222
2.25,0.25,167.85
2.2527778,0.415,167.8527778
2.2555556,0.58,167.8555556
2.2583333,0.715,167.8583333
2.2611111,0.795,167.8611111
2.2638889,0.85,167.8638889
2.2666667,0.89,167.8666667
2.2694444,0.895,167.8694444
2.2722222,0.88,167.8722222
2.275,0.805,167.875
2.2777778,0.66,167.8777778
2.2805556,0.465,167.8805556
2.2833333,0.25,167.8833333
2.2861111,0.05,167.8861111
2.2888889,-0.095,167.8888889
2.2916667,-0.125,167.8916667
2.2944444,-0.125,167.8944444
2.2972222,-0.125,167.8972222
2.3,-0.135,167.9
2.3027778,-0.135,167.9027778
2.3055556,-0.12,167.9055556
2.3083333,-0.14,167.9083333
2.3111111,-0.145,167.9111111
2.3138889,-0.16,167.9138889
2.3166667,-0.165,167.9166667
2.3194444,-0.17,167.9194444
2.3222222,-0.15,167.9222222
2.325,-0.185,167.925
2.3277778,-0.185,167.9277778
2.3305556,-0.21,167.9305556
2.3333333,-0.19,167.9333333
2.3361111,-0.185,167.9361111
2.3388889,-0.18,167.9388889
2.3416667,-0.185,167.9416667
2.3444444,-0.19,167.9444444
2.3472222,-0.205,167.9472222
2.35,-0.22,167.95
2.3527778,-0.185,167.9527778
2.3555556,-0.185,167.9555556
2.3583333,-0.185,167.9583333
2.3611111,-0.215,167.9611111
2.3638889,-0.22,167.9638889
2.3666667,-0.205,167.9666667
2.3694444,-0.18,167.9694444
2.3722222,-0.185,167.9722222
