Time,ECG_1,ECG_2
0.789,0.5466372006296305,0.205
0.792,0.2696794220784995,0.215
0.794,0.017830587556837196,0.215
0.797,0.35942712630711293,0.235
0.8,-0.7734259971669424,0.21
0.803,0.0025907441246750817,0.205
0.806,-0.5868059552888341,0.195
0.808,-0.04990986151728172,0.215
0.811,-0.9826833341296755,0.22
0.814,0.052406808458779874,0.22
0.817,0.36752684593907725,0.2
0.819,-0.0005351438474947567,0.2
0.822,0.09991861310734462,0.205
0.825,0.4513248539286874,0.21
0.828,0.09868021529509607,0.215
0.831,0.41926699219096375,0.22
0.833,-0.2591911039534538,0.22
0.836,-0.3490568553371569,0.215
0.839,0.4077335018755277,0.195
0.842,-0.2181928113764693,0.215
0.844,-0.7278362863096242,0.225
0.847,0.13171505364220537,0.225
0.85,-0.2921459753398463,0.22
0.853,0.2659594685356912,0.215
0.856,0.921947981596541,0.215
0.858,0.9282895247813465,0.23
0.861,-0.104838134801857,0.245
0.864,-0.2670642298637731,0.275
0.867,-0.7931084168739078,0.315
0.869,0.5128052113201329,0.415
0.872,-0.7665547897698528,0.695
0.875,0.07260868830171896,1.0
0.878,-0.5730274807668594,0.98
0.881,0.799384329853549,0.71
0.883,-0.24167770831077462,0.495
0.886,0.3687204424218846,0.42
0.889,0.510717556945987,0.415
0.892,0.018536970454484658,0.41
0.894,-0.645680488832189,0.38
0.897,0.21130428404941304,0.37
0.9,0.36181838975037994,0.365
0.903,0.47172487116358064,0.34
0.906,-0.7008175772222724,0.32
0.908,-0.20031599844819503,0.32
0.911,-0.25486857742505764,0.31
0.914,0.6444862736800991,0.28
0.917,-0.8862829640967924,0.255
0.919,0.18773263510316984,0.21
0.922,-0.7356523764367084,0.2
0.925,-0.36384002502906343,0.185
0.928,-0.2659545806982093,0.19
0.931,0.4867813203138043,0.16
0.933,0.04169788102463312,0.145
0.936,-0.9194453653348651,0.12
0.939,0.16054953455033005,0.105
0.942,0.3894069006395382,0.09
0.944,0.7633456528154856,0.08
0.947,-0.633607508528442,0.045
0.95,-0.5909840393513934,0.03
0.953,0.992010019136254,0.0
0.956,-0.9869193230580797,-0.015
0.958,0.030346158898567843,-0.025
0.961,0.8999007544384998,-0.045
0.964,-0.6469038696443314,-0.04
0.967,0.8129390139576553,-0.055
0.969,-0.6552453702555794,-0.085
0.972,-0.16689699223883347,-0.11
0.975,-0.6221138687376855,-0.13
0.978,0.7536181105385367,-0.15
0.981,0.7714526375037616,-0.195
0.983,-0.7631968565915619,-0.26
0.986,-0.30682991711558527,-0.295
0.989,-0.24414825551019725,-0.335
0.992,0.8039369102815688,-0.34
0.994,-0.7745810502908415,-0.355
0.997,-0.6606146831691102,-0.395
1.0,-0.3622366811805673,-0.44
1.003,0.5099301539031094,-0.47
1.006,0.09417835439754896,-0.51
1.008,-0.09497636583229774,-0.525
1.011,-0.1785436498313222,-0.545
1.014,-0.6390921968212853,-0.58
1.017,-0.12240148442308718,-0.625
1.019,0.36305378940334254,-0.65
1.022,-0.6869884595361502,-0.67
1.025,-0.4659246920916722,-0.635
1.028,0.7495477695702526,-0.6
1.031,0.5494100929624908,-0.57
1.033,0.9798763205785301,-0.535
1.036,-0.8299379053852611,-0.505
1.039,0.9841118983903177,-0.445
1.042,-0.5290809757271857,-0.38
1.044,0.14267087786906352,-0.33
1.047,-0.1051027865034666,-0.27
1.05,0.14243055266159055,-0.225
1.053,-0.5754191348848667,-0.18
1.056,-0.6681194953304015,-0.15
1.058,0.9447643807195687,-0.1
1.061,0.1855934726750803,-0.065
1.064,0.3275611413425348,-0.04
1.067,0.5720022628390262,-0.005
1.069,0.9136451754067756,-0.01
1.072,-0.49249845041252205,0.005
1.075,-0.9613041980190051,0.03
1.078,-0.25477824310934327,0.055
1.081,-0.945760992125181,0.08
1.083,-0.3241954551112387,0.085
1.086,0.7952596211330143,0.09
1.089,0.7774294951654903,0.12
1.092,-0.8598817895020134,0.145
1.094,0.5242509164477835,0.18
1.097,-0.3461029834767102,0.21
1.1,-0.9442562984821714,0.22
1.103,-0.4631722363266184,0.23
1.106,0.2910469268997111,0.25
1.108,0.09188330507828102,0.28
1.111,0.01919316845867125,0.305
1.114,-0.03269245806642318,0.305
1.117,0.9141391281349414,0.305
1.119,0.9527664908771682,0.315
1.122,0.9608911885231013,0.3
1.125,0.27997926938674667,0.31
1.128,0.8707883243176395,0.32
1.131,-0.7820614613027306,0.325
1.133,-0.5629834097437381,0.335
1.136,0.6690939194064103,0.325
1.139,0.30692416202997563,0.32
1.142,0.6062142210841897,0.325
1.144,-0.26798737093697733,0.345
1.147,-0.6681149723362256,0.345
1.15,0.45112801393078183,0.345
1.153,-0.814817581239629,0.335
1.156,0.9318317817397856,0.335
1.158,0.2695459160246485,0.355
1.161,-0.01619482602678879,0.375
1.164,-0.49578117071100114,0.37
1.167,0.8835602653408203,0.375
1.169,-0.014336611090653317,0.365
1.172,-0.09129072934974625,0.37
1.175,-0.3029233199318655,0.37
1.178,0.3752954620178923,0.38
1.181,0.5509253513959409,0.39
1.183,-0.18395313907490007,0.385
1.186,-0.642890107585339,0.38
1.189,0.25229559195388696,0.385
1.192,0.3481057838253485,0.395
1.194,0.8008653827261112,0.41
1.197,-0.18331741917364464,0.405
1.2,0.6170594489077748,0.405
1.203,0.9062650165703372,0.4
1.206,0.03361566537509453,0.405
1.208,0.46376979511527927,0.42
1.211,-0.5651996880949308,0.43
1.214,-0.3535750814045744,0.44
1.217,-0.028835505515511617,0.435
1.219,0.8522949723751707,0.435
1.222,0.4745567443966028,0.435
1.225,0.10653848676306255,0.46
1.228,-0.3055658042596163,0.465
1.231,-0.5890172301966226,0.47
1.233,0.2557288256241901,0.475
1.236,0.6918413149163709,0.465
1.239,-0.13498748427598484,0.475
1.242,0.6088771149507908,0.485
1.244,-0.010025965352180144,0.5
1.247,0.8099174779094838,0.505
1.25,0.009883656315530676,0.505
1.253,0.08440505121459219,0.5
1.256,-0.6505245693862274,0.5
1.258,0.07479714821139627,0.515
1.261,0.9138129251900673,0.525
1.264,0.09631996572552892,0.525
1.267,0.6496880707497743,0.525
1.269,0.06109444339728398,0.525
1.272,-0.3072795896971652,0.52
1.275,0.5065119554297763,0.535
1.278,-0.025425171539271485,0.54
1.281,-0.5078832865557676,0.55
1.283,-0.7582338303679315,0.545
1.286,-0.02713827138043423,0.54
1.289,-0.05858312813731614,0.535
1.292,0.8336340042566526,0.54
1.294,-0.8496867259691749,0.54
1.297,0.15862731759174142,0.54
1.3,-0.5537313829319717,0.53
1.303,-0.9930717308251356,0.52
1.306,0.8201150806042805,0.51
1.308,-0.6760536564730584,0.515
1.311,-0.5455641176414858,0.52
1.314,-0.8881611433059107,0.505
1.317,-0.9562488065572499,0.5
1.319,0.9866859147890361,0.48
1.322,-0.4027382095637291,0.47
1.325,0.5059047069931333,0.47
1.328,-0.9784020388584374,0.47
1.331,0.7926809088504392,0.46
1.333,0.14964788893667214,0.455
1.336,0.42514149034007653,0.435
1.339,-0.07742438335876467,0.425
1.342,-0.9344806687706453,0.415
1.344,0.4746350328370399,0.415
1.347,0.09080138317686548,0.41
1.35,-0.3145965044849577,0.39
1.353,0.038256467151640106,0.375
1.356,-0.9327722598861783,0.355
1.358,-0.9957031194466157,0.365
1.361,0.515845492077204,0.37
1.364,-0.422286658991498,0.355
1.367,-0.9951569082157579,0.355
1.369,-0.5221753650114513,0.335
1.372,-0.6915451216758313,0.315
1.375,0.5688416236936902,0.315
1.378,0.44836387686352297,0.335
1.381,-0.6360403769549168,0.33
1.383,-0.5237488845415246,0.315
1.386,-0.9685980986822254,0.295
1.389,0.32432860695536014,0.29
1.392,-0.5271323694623467,0.3
1.394,0.3346182720574886,0.305
1.397,-0.19429085912253652,0.305
1.4,-0.654104305453117,0.295
1.403,-0.13386860864162808,0.28
1.406,-0.1573198828380471,0.26
1.408,-0.7245187847407002,0.28
1.411,-0.1504147933286537,0.275
1.414,-0.21562719587378498,0.275
1.417,0.42272139921875196,0.28
1.419,0.005876489449037736,0.25
1.422,-0.4793650200916246,0.24
1.425,0.5765768736242851,0.265
1.428,0.955309038508124,0.27
1.431,0.7386412101219222,0.27
1.433,-0.4347718557509679,0.25
1.436,-0.7988598923551873,0.24
1.439,-0.03583448875827577,0.225
1.442,0.9672551490028489,0.26
1.444,-0.12120769232302986,0.26
1.447,-0.6313595649406691,0.27
1.45,-0.1741153665960855,0.26
1.453,0.9228645313743242,0.24
1.456,-0.8128022995734869,0.24
1.458,0.2051908616428395,0.245
1.461,-0.3170675560088403,0.245
1.464,-0.6510839168804303,0.255
1.467,0.19986145424234247,0.25
1.469,0.80181196176605,0.235
1.472,0.28453660221355737,0.24
1.475,-0.006057986907565871,0.245
1.478,-0.8140264797816352,0.25
1.481,-0.6251395201551333,0.25
1.483,-0.7072071722366404,0.255
1.486,-0.642532406547468,0.235
1.489,0.2697880851727972,0.24
1.492,-0.18494101382138517,0.235
1.494,-0.7460692443987118,0.25
1.497,0.6964447875571893,0.245
1.5,-0.6009981769066288,0.24
1.503,0.6690293413751622,0.23
1.506,0.468419626827977,0.22
1.508,0.17111566889506946,0.23
1.511,-0.07313403244390115,0.24
1.514,-0.8955554753399297,0.23
1.517,-0.6928181750424414,0.23
1.519,0.5205197585402135,0.23
1.522,-0.6881927038680908,0.21
1.525,-0.6683107297708559,0.23
1.528,-0.7296788496369369,0.23
1.531,0.4270714613211388,0.235
1.533,0.18752826655991517,0.225
1.536,0.35353276101010644,0.2
1.539,0.6673625319934675,0.2
1.542,0.28570597711748813,0.21
1.544,0.11045161544025639,0.23
1.547,-0.21802614858483116,0.21
1.55,0.8082691713130219,0.22
1.553,-0.0039661654151028625,0.205
1.556,-0.2993506701759081,0.195
1.558,0.3069088401883513,0.195
1.561,-0.7006577564704533,0.205
1.564,-0.24662203536788763,0.205
1.567,0.7998980043626105,0.19
1.569,0.27361135399960324,0.19
1.572,-0.9681952603927337,0.19
1.575,0.997657592455498,0.185
1.578,0.7159429847998746,0.2
1.581,0.8981553658535735,0.19
1.583,0.04191890860258152,0.195
1.586,0.1156951955287413,0.185
1.589,0.16561004423299153,0.175
1.592,0.5314439295864919,0.185
1.594,-0.6478065034830798,0.195
1.597,-0.09640013514659618,0.195
1.6,-0.5540568880111283,0.195
1.603,0.16618037013720133,0.185
1.606,-0.9978128281172409,0.175
1.608,-0.1454098456360342,0.18
1.611,0.9906021646552499,0.195
1.614,0.5992794486937063,0.19
1.617,0.9920700450015736,0.19
1.619,0.9608129217409784,0.175
1.622,-0.3176060852574718,0.165
1.625,-0.8429978731195948,0.185
1.628,0.9051587633206786,0.185
1.631,-0.46660231939044605,0.18
1.633,0.22301813426962802,0.18
1.636,0.5346539578597642,0.17
1.639,-0.6868908582442612,0.175
1.642,0.28657266400807635,0.17
1.644,0.41026407866284753,0.175
1.647,-0.8544052165246101,0.18
1.65,-0.9137719682986478,0.175
1.653,-0.7500528068491947,0.16
1.656,-0.11474064803782658,0.155
1.658,0.7013888041202647,0.175
1.661,-0.9018917570757854,0.18
1.664,-0.9415254011175644,0.175
1.667,-0.2552140307052666,0.175
1.669,0.6121362631955358,0.17
1.672,-0.33573237813556145,0.17
1.675,0.8055370951530003,0.175
1.678,-0.05092000446927569,0.18
1.681,-0.40176472861676116,0.185
1.683,-0.5373920029223509,0.185
1.686,0.2298119565127823,0.185
1.689,0.006344134651508515,0.195
1.692,-0.4130156097874156,0.2
1.694,-0.7094180040792268,0.24
1.697,0.46660498096649294,0.28
1.7,0.5609577964876029,0.415
1.703,-0.06195522896692074,0.705
1.706,-0.7594088392768994,0.965
1.708,-0.13497061659910092,0.905
1.711,0.7305001025916109,0.645
1.714,0.9723355217851184,0.445
1.717,-0.7515137128090004,0.39
1.719,0.38498082465694705,0.365
1.722,-0.6134545818855344,0.345
1.725,0.10803875627360826,0.33
1.728,-0.8018153197887128,0.315
1.731,-0.4013752664279784,0.305
1.733,-0.4671525559941121,0.29
1.736,-0.7753304685635904,0.255
1.739,-0.8681885202080168,0.235
1.742,0.3433731936786706,0.21
1.744,-0.5013484142691973,0.18
1.747,-0.20443336370908227,0.16
1.75,-0.5141574981814587,0.12
1.753,0.614645610349299,0.09
1.756,-0.6923455559960441,0.075
1.758,-0.281833586861592,0.065
1.761,0.9022749500513179,0.06
1.764,-0.4360334985487604,0.03
1.767,-0.9362441201160534,0.01
1.769,0.44153977017018975,-0.015
1.772,0.5540343039880318,-0.04
1.775,0.22709042043318628,-0.05
1.778,0.9767122401331063,-0.065
1.781,0.33423482324044373,-0.095
1.783,-0.6713527770295042,-0.11
1.786,0.7217086807019595,-0.125
1.789,-0.07745035852340121,-0.145
1.792,-0.20051130879948453,-0.155
1.794,0.1932953859193185,-0.15
1.797,-0.3131379656538631,-0.17
1.8,-0.9537204648854791,-0.195
1.803,-0.02732954558492784,-0.235
1.806,-0.8147542641903904,-0.29
1.808,-0.763093220608202,-0.325
1.811,-0.6289778365524552,-0.365
1.814,0.8001394975860283,-0.395
1.817,-0.43456737214632546,-0.4
1.819,0.9290694308530678,-0.45
1.822,0.12928824923847482,-0.48
1.825,-0.06342304257291498,-0.515
1.828,-0.34016184862290655,-0.545
1.831,-0.7901502338092201,-0.58
1.833,-0.6035903955162727,-0.595
1.836,0.8514676554036227,-0.64
1.839,0.2642151109522961,-0.67
1.842,0.6941133467299654,-0.68
1.844,-0.11954823170747342,-0.67
1.847,-0.4339075929398084,-0.64
1.85,-0.579695439710515,-0.605
1.853,0.062191323711562774,-0.555
1.856,-0.7762203450571672,-0.505
1.858,-0.3708484904077507,-0.43
1.861,-0.40667204675723756,-0.36
1.864,0.6513878446128873,-0.295
1.867,0.9376847420273151,-0.235
1.869,0.8350788070954036,-0.185
1.872,-0.1283618240594926,-0.135
1.875,-0.3090836764836331,-0.085
1.878,0.31908113819831074,-0.045
1.881,0.9669800142092009,0.0
1.883,-0.6565779542718053,0.015
1.886,-0.35010199049517254,0.03
1.889,0.1981136260240317,0.045
1.892,-0.7412027689897513,0.075
1.894,-0.8993902691996578,0.09
1.897,-0.14359050955484354,0.11
1.9,0.963117617824347,0.105
1.903,-0.7510626147449044,0.12
1.906,-0.28205918470308,0.155
1.908,0.4271224561011784,0.19
1.911,0.7360915167584015,0.22
1.914,-0.6845886240630414,0.235
1.917,-0.04297415780033087,0.26
1.919,0.8982301613146983,0.27
1.922,-0.7623163097862391,0.285
1.925,0.45899085411331453,0.3
1.928,-0.8586285258420936,0.315
1.931,0.25241456805253426,0.305
1.933,-0.30532918059253245,0.32
1.936,0.7964369801181479,0.305
1.939,0.574293069103222,0.31
1.942,0.10309202544556095,0.325
1.944,-0.829686918023496,0.355
1.947,-0.18076474190062597,0.35
1.95,0.7813607361055936,0.345
1.953,0.7051506744644251,0.33
1.956,0.24679732719940728,0.32
1.958,-0.9503303079969909,0.335
1.961,0.18266766803757428,0.35
1.964,0.3247270926688932,0.355
1.967,0.0617358163406132,0.355
1.969,-0.24839945172056566,0.345
1.972,-0.5919117691560178,0.34
1.975,0.9242218191514193,0.345
1.978,-0.42141960142721224,0.37
1.981,0.46951652914998965,0.37
1.983,0.20557971158162736,0.375
