Time,ECG_1,ECG_2
0.247,-0.2,0.085
0.25,-0.18,0.095
0.253,-0.19,0.095
0.256,-0.205,0.095
0.258,-0.205,0.11
0.261,-0.21,0.145
0.264,-0.205,0.155
0.267,-0.2,0.175
0.269,-0.2,0.185
0.272,-0.19,0.215
0.275,-0.175,0.245
0.278,-0.165,0.275
0.281,-0.13,0.295
0.283,-0.145,0.31
0.286,-0.125,0.315
0.289,-0.13,0.32
0.292,-0.115,0.335
0.294,-0.095,0.35
0.297,-0.085,0.345
0.3,-0.08,0.34
0.303,-0.08,0.335
0.306,-0.085,0.33
0.308,-0.075,0.345
0.311,-0.065,0.365
0.314,-0.05,0.36
0.317,-0.045,0.365
0.319,-0.05,0.35
0.322,-0.05,0.35
0.325,-0.045,0.36
0.328,-0.035,0.37
0.331,-0.015,0.385
0.333,-0.02,0.38
0.336,-0.035,0.375
0.339,-0.025,0.365
0.342,-0.03,0.37
0.344,-0.01,0.39
0.347,-0.01,0.39
0.35,0.005,0.395
0.353,-0.005,0.395
0.356,-0.005,0.385
0.358,-0.005,0.4
0.361,0.01,0.415
0.364,0.02,0.415
0.367,0.025,0.42
0.369,0.02,0.41
0.372,0.015,0.41
0.375,0.02,0.43
0.378,0.035,0.435
0.381,0.05,0.44
0.383,0.04,0.44
0.386,0.045,0.44
0.389,0.04,0.43
0.392,0.035,0.445
0.394,0.055,0.465
0.397,0.065,0.47
0.4,0.06,0.465
0.403,0.055,0.465
0.406,0.055,0.465
0.408,0.065,0.47
0.411,0.08,0.49
0.414,0.07,0.495
0.417,0.09,0.5
0.419,0.08,0.485
0.422,0.07,0.49
0.425,0.075,0.505
0.428,0.085,0.52
0.431,0.1,0.52
0.433,0.095,0.52
0.436,0.09,0.52
0.439,0.08,0.515
0.442,0.08,0.53
0.444,0.095,0.535
0.447,0.095,0.55
0.45,0.09,0.545
0.453,0.09,0.535
0.456,0.09,0.535
0.458,0.09,0.54
0.461,0.075,0.545
0.464,0.085,0.56
0.467,0.105,0.535
0.469,0.08,0.54
0.472,0.065,0.52
0.475,0.065,0.525
0.478,0.07,0.525
0.481,0.075,0.535
0.483,0.065,0.52
0.486,0.055,0.51
0.489,0.035,0.5
0.492,0.035,0.505
0.494,0.035,0.515
0.497,0.035,0.495
0.5,0.025,0.485
0.503,0.01,0.465
0.506,0.0,0.455
0.508,-0.02,0.465
0.511,-0.01,0.465
0.514,-0.015,0.47
0.517,-0.02,0.45
0.519,-0.05,0.44
0.522,-0.06,0.43
0.525,-0.06,0.425
0.528,-0.065,0.425
0.531,-0.065,0.42
0.533,-0.08,0.4
0.536,-0.095,0.38
0.539,-0.1,0.37
0.542,-0.095,0.375
0.544,-0.1,0.38
0.547,-0.09,0.375
0.55,-0.1,0.365
0.553,-0.11,0.345
0.556,-0.135,0.34
0.558,-0.135,0.33
0.561,-0.125,0.335
0.564,-0.12,0.33
0.567,-0.115,0.33
0.569,-0.135,0.31
0.572,-0.15,0.3
0.575,-0.145,0.295
0.578,-0.145,0.3
0.581,-0.135,0.305
0.583,-0.135,0.295
0.586,-0.145,0.29
0.589,-0.155,0.28
0.592,-0.15,0.285
0.594,-0.14,0.295
0.597,-0.14,0.29
0.6,-0.145,0.28
0.603,-0.15,0.28
0.606,-0.15,0.27
0.608,-0.17,0.29
0.611,-0.155,0.275
0.614,-0.145,0.285
0.617,-0.135,0.265
0.619,-0.15,0.275
0.622,-0.16,0.265
0.625,-0.155,0.275
0.628,-0.16,0.29
0.631,-0.135,0.275
0.633,-0.145,0.265
0.636,-0.15,0.26
0.639,-0.165,0.26
0.642,-0.155,0.26
0.644,-0.14,0.275
0.647,-0.135,0.27
0.65,-0.155,0.255
0.653,-0.15,0.26
0.656,-0.165,0.255
0.658,-0.165,0.25
0.661,-0.16,0.265
0.664,-0.15,0.27
0.667,-0.15,0.265
0.669,-0.15,0.245
0.672,-0.15,0.25
0.675,-0.175,0.255
0.678,-0.165,0.265
0.681,-0.155,0.265
0.683,-0.16,0.265
0.686,-0.17,0.265
0.689,-0.175,0.255
0.692,-0.185,0.255
0.694,-0.16,0.275
0.697,-0.16,0.265
0.7,-0.165,0.26
0.703,-0.18,0.25
0.706,-0.19,0.25
0.708,-0.195,0.255
0.711,-0.18,0.265
0.714,-0.18,0.26
0.717,-0.185,0.25
0.719,-0.195,0.245
0.722,-0.21,0.23
0.725,-0.205,0.245
0.728,-0.2,0.26
0.731,-0.2,0.245
0.733,-0.205,0.24
0.736,-0.22,0.225
0.739,-0.24,0.23
0.742,-0.23,0.235
0.744,-0.22,0.24
0.747,-0.215,0.24
0.75,-0.225,0.24
0.753,-0.225,0.23
0.756,-0.245,0.22
0.758,-0.235,0.23
0.761,-0.23,0.23
0.764,-0.215,0.225
0.767,-0.215,0.235
0.769,-0.235,0.205
0.772,-0.245,0.21
0.775,-0.235,0.22
0.778,-0.23,0.225
0.781,-0.225,0.225
0.783,-0.235,0.23
0.786,-0.25,0.21
0.789,-0.26,0.205
0.792,-0.25,0.215
0.794,-0.245,0.215
0.797,-0.23,0.235
0.8,-0.245,0.21
0.803,-0.25,0.205
0.806,-0.25,0.195
0.808,-0.255,0.215
0.811,-0.25,0.22
0.814,-0.245,0.22
0.817,-0.26,0.2
0.819,-0.25,0.2
0.822,-0.28,0.205
0.825,-0.26,0.21
0.828,-0.255,0.215
0.831,-0.255,0.22
0.833,-0.255,0.22
0.836,-0.25,0.215
0.839,-0.27,0.195
0.842,-0.26,0.215
0.844,-0.255,0.225
0.847,-0.24,0.225
0.85,-0.235,0.22
0.853,-0.23,0.215
0.856,-0.21,0.215
0.858,-0.205,0.23
0.861,-0.135,0.245
0.864,-0.04,0.275
0.867,0.205,0.315
0.869,0.63,0.415
0.872,0.845,0.695
0.875,0.63,1.0
0.878,0.26,0.98
0.881,0.06,0.71
0.883,0.045,0.495
0.886,0.05,0.42
0.889,0.03,0.415
0.892,0.005,0.41
0.894,-0.01,0.38
0.897,-0.04,0.37
0.9,-0.035,0.365
0.903,-0.04,0.34
0.906,-0.05,0.32
0.908,-0.045,0.32
0.911,-0.06,0.31
0.914,-0.055,0.28
0.917,-0.07,0.255
0.919,-0.09,0.21
0.922,-0.115,0.2
0.925,-0.12,0.185
0.928,-0.13,0.19
0.931,-0.135,0.16
0.933,-0.17,0.145
0.936,-0.22,0.12
0.939,-0.265,0.105
0.942,-0.3,0.09
0.944,-0.33,0.08
0.947,-0.35,0.045
0.95,-0.4,0.03
0.953,-0.465,0.0
0.956,-0.565,-0.015
0.958,-0.63,-0.025
0.961,-0.67,-0.045
0.964,-0.71,-0.04
0.967,-0.75,-0.055
0.969,-0.81,-0.085
0.972,-0.87,-0.11
0.975,-0.905,-0.13
0.978,-0.92,-0.15
0.981,-0.925,-0.195
0.983,-0.93,-0.26
0.986,-0.935,-0.295
0.989,-0.945,-0.335
0.992,-0.935,-0.34
0.994,-0.915,-0.355
0.997,-0.905,-0.395
1.0,0.8496679244275613,-0.44
1.003,-0.31893018170557164,-0.47
1.006,0.1630432705483078,-0.51
1.008,-0.4595468880321152,-0.525
1.011,-0.07870966504392984,-0.545
1.014,0.5468509631048519,-0.58
1.017,0.14503839000537622,-0.625
1.019,0.6126964234657861,-0.65
1.022,0.09541371907628049,-0.67
1.025,-0.16857638531644903,-0.635
1.028,0.004174747784348787,-0.6
1.031,0.3968804416886149,-0.57
1.033,-0.07845305999832264,-0.535
1.036,-0.0749869868376507,-0.505
1.039,0.3717392442390208,-0.445
1.042,0.9763387958955936,-0.38
1.044,-0.774940230265865,-0.33
1.047,-0.34307662302933295,-0.27
1.05,0.5091101588517193,-0.225
1.053,0.4443430174501808,-0.18
1.056,0.11384128118078962,-0.15
1.058,-0.0910426678122287,-0.1
1.061,-0.7039407483241023,-0.065
1.064,-0.23157763558174693,-0.04
1.067,-0.31503572501261745,-0.005
1.069,-0.5055857278574813,-0.01
1.072,-0.2242547776301944,0.005
1.075,0.11688275623971833,0.03
1.078,-0.06581144936542227,0.055
1.081,-0.8192673783426245,0.08
1.083,-0.7623634262230576,0.085
1.086,0.4869624526780947,0.09
1.089,0.7696382004659501,0.12
1.092,-0.3939392472244425,0.145
1.094,-0.017841509734059402,0.18
1.097,0.5453911541936207,0.21
1.1,0.2517179590472669,0.22
1.103,0.7114090294991864,0.23
1.106,-0.4956726025849425,0.25
1.108,-0.6395909082135192,0.28
1.111,0.833183247301263,0.305
1.114,0.941843179648832,0.305
1.117,0.9886138833610858,0.305
1.119,-0.18507547078485231,0.315
1.122,0.20438714640009636,0.3
1.125,0.1393001517773529,0.31
1.128,0.49777353454690454,0.32
1.131,-0.2290859437774566,0.325
1.133,0.7733860201889293,0.335
1.136,-0.7221640178866513,0.325
1.139,-0.5675947555675307,0.32
1.142,-0.7941186458591318,0.325
1.144,0.788316578849209,0.345
1.147,-0.7427572571442627,0.345
1.15,0.09080771240659802,0.345
1.153,0.821055632384027,0.335
1.156,0.6563759751902152,0.335
1.158,0.19946482388798148,0.355
1.161,-0.5278324530860385,0.375
1.164,-0.25506281423346944,0.37
1.167,0.4385264825481403,0.375
1.169,-0.8064251833557681,0.365
1.172,-0.21981179347269686,0.37
1.175,-0.5739137956304228,0.37
1.178,0.12528768855589223,0.38
1.181,0.33620051149655295,0.39
1.183,-0.6589421760420704,0.385
1.186,0.829917335264098,0.38
1.189,-0.606717894860592,0.385
1.192,0.8760944774656134,0.395
1.194,0.3804297985583951,0.41
1.197,-0.31922280284828486,0.405
1.2,-0.557945402249842,0.405
1.203,-0.7548537497029801,0.4
1.206,-0.06822120625630856,0.405
1.208,0.3400792564760442,0.42
1.211,-0.4864905635740886,0.43
1.214,-0.08469908358841871,0.44
1.217,-0.2050481181064896,0.435
1.219,0.5366955976654553,0.435
1.222,-0.18801563760169593,0.435
1.225,0.741799734488366,0.46
1.228,0.9878446027345804,0.465
1.231,-0.8132015370081089,0.47
1.233,0.43597898765473375,0.475
1.236,-0.8673637776839187,0.465
1.239,0.30340534385703277,0.475
1.242,0.1967283891267948,0.485
1.244,0.062274648064491345,0.5
1.247,0.8224578966658511,0.505
1.25,-0.7580641475221128,0.505
1.253,-0.2971038837842883,0.5
1.256,0.6520015383220048,0.5
1.258,-0.322942237448673,0.515
1.261,0.9566591400887934,0.525
1.264,-0.7516669591847531,0.525
1.267,0.7959327356504695,0.525
1.269,0.36760525195500193,0.525
1.272,-0.3180115295404631,0.52
1.275,0.19569165907727082,0.535
1.278,-0.18953531847235716,0.54
1.281,-0.2874220839091166,0.55
1.283,-0.9698754174243767,0.545
1.286,-0.8408870647022908,0.54
1.289,-0.8301945501779191,0.535
1.292,-0.2405274269354276,0.54
1.294,0.5390589089829141,0.54
1.297,0.7043261824301474,0.54
1.3,-0.4491446388887821,0.53
1.303,0.9596150115420856,0.52
1.306,-0.7996802166261063,0.51
1.308,-0.34942600453789385,0.515
1.311,0.5727303648396449,0.52
1.314,0.6853181986153511,0.505
1.317,-0.294150005716018,0.5
1.319,0.8885889502454187,0.48
1.322,-0.4566279342802446,0.47
1.325,-0.49814720093771214,0.47
1.328,-0.39301661636812923,0.47
1.331,0.25761957026297044,0.46
1.333,0.07514636066363578,0.455
1.336,0.9804757096870489,0.435
1.339,-0.2630833508945465,0.425
1.342,-0.2829224342537493,0.415
1.344,0.6742912245209538,0.415
1.347,-0.8409445629108174,0.41
1.35,0.3928728931418275,0.39
1.353,-0.5900376597944073,0.375
1.356,-0.31333736063660766,0.355
1.358,-0.8463523050136734,0.365
1.361,0.27606157522802466,0.37
1.364,0.3977041776442367,0.355
1.367,-0.9392965385012297,0.355
1.369,0.32187303022527325,0.335
1.372,-0.15067997833645452,0.315
1.375,-0.9360659976733985,0.315
1.378,0.483459382192426,0.335
1.381,0.7947474888664743,0.33
1.383,-0.5828825246443519,0.315
1.386,-0.6552187743413471,0.295
1.389,0.9163277335000726,0.29
1.392,0.06804327858071613,0.3
1.394,-0.4646968169338155,0.305
1.397,0.28028113955000067,0.305
1.4,-0.24923554159748806,0.295
1.403,0.941728913057841,0.28
1.406,0.1255793826496403,0.26
1.408,0.42477582714557927,0.28
1.411,0.9783539522498652,0.275
1.414,-0.5896913736040641,0.275
1.417,0.575736347190057,0.28
1.419,-0.3953562240804944,0.25
1.422,0.6546683276343623,0.24
1.425,0.2560528392517465,0.265
1.428,-0.9463698980678588,0.27
1.431,-0.2648178472034448,0.27
1.433,0.8795768215701012,0.25
1.436,-0.4863872799871378,0.24
1.439,0.43056166750048397,0.225
1.442,0.5793647365232004,0.26
1.444,-0.3898424373713849,0.26
1.447,-0.49180186194956144,0.27
1.45,-0.8848334279249506,0.26
1.453,-0.15658624978573354,0.24
1.456,-0.7031098943053391,0.24
1.458,0.8329558953358391,0.245
1.461,-0.3497069417458698,0.245
1.464,0.10921011954961246,0.255
1.467,-0.006894042464361094,0.25
1.469,0.6638812168181412,0.235
1.472,0.8802038566767387,0.24
1.475,0.2838859457766778,0.245
1.478,-0.9289794873227728,0.25
1.481,0.8465186326784129,0.25
1.483,0.24408318646774374,0.255
1.486,-0.9388846333400938,0.235
1.489,0.8203343985812932,0.24
1.492,-0.4681053952682839,0.235
1.494,0.576155673179862,0.25
1.497,-0.8598417423662246,0.245
1.5,-0.2574042681494173,0.24
1.503,-0.13911588568736533,0.23
1.506,-0.6435689062051864,0.22
1.508,-0.0053773812451507474,0.23
1.511,-0.7479969961081772,0.24
1.514,-0.8947655498923415,0.23
1.517,0.9275204187392225,0.23
1.519,-0.00425879418316244,0.23
1.522,-0.5758678871316769,0.21
1.525,0.018827579193917643,0.23
1.528,-0.10976853870762682,0.23
1.531,-0.3043566760143963,0.235
1.533,0.20900608405885235,0.225
1.536,0.5768104885230734,0.2
1.539,0.3370339272215743,0.2
1.542,0.04787247698252206,0.21
1.544,-0.6046541494727922,0.23
1.547,0.607396655637934,0.21
1.55,-0.7983641748927088,0.22
1.553,0.12167499250104274,0.205
1.556,-0.8532075946886066,0.195
1.558,0.694277827342709,0.195
1.561,-0.3468409002220392,0.205
1.564,-0.267949501978362,0.205
1.567,0.37249115511377795,0.19
1.569,0.824791898032416,0.19
1.572,-0.5176219110948697,0.19
1.575,0.466363643322107,0.185
1.578,0.9417853282773945,0.2
1.581,0.3449982098929767,0.19
1.583,0.5685327411525678,0.195
1.586,0.47369547682041646,0.185
1.589,-0.6495942354418847,0.175
1.592,-0.40350296828927945,0.185
1.594,-0.6591954470845023,0.195
1.597,0.4913270887657941,0.195
1.6,0.8388937712985662,0.195
1.603,0.20540713948368516,0.185
1.606,0.7380129318811186,0.175
1.608,-0.8796709941403464,0.18
1.611,-0.9154344581114067,0.195
1.614,-0.6830961502786479,0.19
1.617,0.10809636173687442,0.19
1.619,0.09530165948376657,0.175
1.622,-0.5375603728548068,0.165
1.625,0.7465286235844999,0.185
1.628,-0.6568808108395101,0.185
1.631,-0.8784126804329764,0.18
1.633,0.49532167212320033,0.18
1.636,0.2337749261073161,0.17
1.639,0.8556293492382703,0.175
1.642,0.6293174606481728,0.17
1.644,0.11121142170626674,0.175
1.647,0.43124161755767143,0.18
1.65,0.07921915804025081,0.175
1.653,-0.1414513692878887,0.16
1.656,-0.23066716794455333,0.155
1.658,0.3443443537709634,0.175
1.661,0.3906676812464842,0.18
1.664,-0.909352478311521,0.175
1.667,0.9984952099945357,0.175
1.669,0.42040662064500633,0.17
1.672,0.4333705825191716,0.17
1.675,-0.6738324376320106,0.175
1.678,-0.43425415773789977,0.18
1.681,0.34710025482056284,0.185
1.683,0.2168620131510337,0.185
1.686,0.35057876395622256,0.185
1.689,-0.17031294706669353,0.195
1.692,-0.22329415774672823,0.2
1.694,-0.05149605423089021,0.24
1.697,-0.4547433055934369,0.28
1.7,-0.5234746181058771,0.415
1.703,-0.40661947416646593,0.705
1.706,0.9897649143330272,0.965
1.708,0.7037799484274003,0.905
1.711,-0.6924238009272035,0.645
1.714,0.3712912018910106,0.445
1.717,-0.7863489721975623,0.39
1.719,-0.5895335973099605,0.365
1.722,0.05287738779889972,0.345
1.725,0.18789186001356284,0.33
1.728,0.1535892135250072,0.315
1.731,-0.39549865402594975,0.305
1.733,0.20130080297391295,0.29
1.736,0.12046901590216397,0.255
1.739,-0.4481232854462487,0.235
1.742,-0.3267833793369852,0.21
1.744,-0.06827331620790655,0.18
1.747,0.5974538130424558,0.16
1.75,-0.3876094123993272,0.12
1.753,0.4505801710137898,0.09
1.756,0.30973440891757753,0.075
1.758,0.40730829931180357,0.065
1.761,0.35926985566107694,0.06
1.764,-0.8770402676977804,0.03
1.767,-0.02883756993389186,0.01
1.769,-0.6796128445586538,-0.015
1.772,-0.10302892780422446,-0.04
1.775,-0.1541725355180361,-0.05
1.778,0.35811251973353264,-0.065
1.781,-0.2862690621400734,-0.095
1.783,-0.8091389820960275,-0.11
1.786,0.6110405049364207,-0.125
1.789,0.1276371644774037,-0.145
1.792,0.48072893548762075,-0.155
1.794,-0.5734617488252325,-0.15
1.797,0.15560947878635134,-0.17
1.8,0.9654433976734624,-0.195
1.803,-0.5736612733096658,-0.235
1.806,0.3975151276086837,-0.29
1.808,-0.2617652227853404,-0.325
1.811,0.21155402197741746,-0.365
1.814,-0.5720975372231356,-0.395
1.817,-0.6910042656066124,-0.4
1.819,0.4900844960606563,-0.45
1.822,-0.5464698049155476,-0.48
1.825,-0.3507550356344462,-0.515
1.828,0.8946008970788912,-0.545
1.831,0.6141680684788466,-0.58
1.833,-0.3036258149208315,-0.595
1.836,-0.6001433762681359,-0.64
1.839,0.797930032106297,-0.67
1.842,-0.6560343420322574,-0.68
1.844,-0.4844047775380973,-0.67
1.847,-0.021073644869771258,-0.64
1.85,-0.028419231980372883,-0.605
1.853,0.8448670032982091,-0.555
1.856,0.27758027100735316,-0.505
1.858,-0.6149189463083382,-0.43
1.861,0.18119108631013203,-0.36
1.864,-0.44968756389883224,-0.295
1.867,0.2043981885823789,-0.235
1.869,-0.4582212626972155,-0.185
1.872,0.08573918029306227,-0.135
1.875,0.1853931855048805,-0.085
1.878,0.41969479540964505,-0.045
1.881,0.9603758603322259,0.0
1.883,0.2989557972698156,0.015
1.886,-0.0829007456469768,0.03
1.889,-0.21451533466328954,0.045
1.892,0.4449481268040909,0.075
1.894,-0.45490807534944433,0.09
1.897,0.6506408023663945,0.11
1.9,-0.4543426855138044,0.105
1.903,0.8805075755672087,0.12
1.906,0.8024249831709325,0.155
1.908,-0.34795958580193287,0.19
1.911,-0.35262193760552596,0.22
1.914,0.13751740043408667,0.235
1.917,-0.9841036536127616,0.26
1.919,-0.10671120192457928,0.27
1.922,0.8768186735717172,0.285
1.925,0.07271828768657751,0.3
1.928,-0.4658097875937941,0.315
1.931,-0.91243554076078,0.305
1.933,-0.5640471045085869,0.32
1.936,-0.8367545802807155,0.305
1.939,0.24855477356479017,0.31
1.942,-0.4208850932800845,0.325
1.944,0.8767394660958758,0.355
1.947,-0.07415062849334464,0.35
1.95,0.6327794846027295,0.345
1.953,-0.48865426152313507,0.33
1.956,0.7004188556507971,0.32
1.958,-0.42319950974429443,0.335
1.961,-0.07525446500404653,0.35
1.964,0.08653792853338205,0.355
1.967,-0.05974034379641813,0.355
1.969,-0.4938930302602085,0.345
1.972,-0.9744421762650552,0.34
1.975,0.9071911700850834,0.345
1.978,0.07871506286435714,0.37
1.981,0.34796796622996307,0.37
1.983,-0.075,0.375
